Default Windows 10 Compliance Policy,a933e452-968c-4acf-ab78-674465960517
Default Windows 10 Profile,dfe91e0f-1e17-44c4-ac1c-0e12c7c5d584
DisableCameraInDataCenter,e2f88c9c-54b5-41db-88d4-c2a7cb17569b
Intune data collection policy,25119661-79cc-41db-9503-663ff3796205
Prod,07c3fd98-20ae-496b-8ce1-9f67853b6123
Windows 10 - Enforce Real Time Protection,00bb6c22-b46d-41b9-b8ac-51fb96c21a95
